provider_id,provider_name,specialty,city,state,tax_id,license_no
P028990,"Kohli, Shan and Sem",Pediatrics,Hospet,Manipur,216574553,LIC907182
P015699,"Bal, Mutti and Ray",Oncology,Nagercoil,Jharkhand,310033685,LIC824701
P023188,"Dugar, Murty and Seth",Orthopedics,Kavali,Assam,228839401,LIC279411
P025576,Kakar-Bhagat,ENT,Visakhapatnam,Karnataka,937061648,LIC583231
P013325,Dutta-Chander,General Medicine,Muzaffarpur,Mizoram,728987059,LIC634852
P026298,Khurana-Lalla,Urology,Madurai,Karnataka,706536999,LIC947761
P004720,Patla-Cheema,Urology,Amroha,Arunachal Pradesh,537930777,LIC314249
P022471,Baral-Golla,Neurology,Bhagalpur,Goa,958449332,LIC973845
P035355,Tella LLC,ENT,Ahmedabad,Gujarat,XXXXX,BADLIC
P006907,Patel-Agate,Dermatology,Dhule,Madhya Pradesh,351900883,LIC968466
P021267,Dayal LLC,General Medicine,Rohtak,Odisha,XXXXX,BADLIC
P025051,"Kadakia, Balakrishnan and Modi",Cardiology,Narasaraopet,Bihar,491614038,LIC237311
P018690,"Sachdev, Chadha and Chatterjee",OBGYN,Vijayanagaram,Goa,268219083,LIC153504
P022803,Sarraf PLC,Cardiology,Ballia,Meghalaya,680910562,LIC458610
P024183,Handa-Mallick,OBGYN,Junagadh,Uttar Pradesh,100946805,LIC152229
P001599,Tella-Dewan,General Medicine,Naihati,Manipur,346280693,LIC488037
P001789,Kuruvilla LLC,Oncology,Adoni,Odisha,833242190,LIC604918
P016992,Rastogi-Mand,Cardiology,Sikar,Punjab,179997760,LIC186904
P015618,"Sharaf, Sahni and Dutta",Dermatology,Sonipat,Karnataka,142186902,LIC541856
P002309,"Narula, Kapur and Ghosh",Dermatology,Bareilly,Gujarat,270739238,LIC488745
P010593,Chowdhury-Tata,Neurology,Mango,Uttarakhand,241776104,LIC443627
P015864,"Mander, Saxena and Deo",Dermatology,Karnal,Bihar,998024283,LIC461188
P021960,Amble-Manne,Oncology,Bhilai,Andhra Pradesh,134275152,LIC311975
P032403,"Lala, Zachariah and Viswanathan",Cardiology,Guna,Gujarat,100836054,LIC730384
P006994,Yohannan-Pant,Cardiology,Kavali,West Bengal,318324448,LIC621404
P003024,Gill-Saini,General Medicine,Gaya,Uttar Pradesh,410332244,LIC257674
P029345,Bava Group,Oncology,Ahmedabad,Uttarakhand,847339502,LIC771437
P020445,"Kala, Kanda and Khosla",General Medicine,Jalgaon,Uttar Pradesh,362523373,LIC319571
P035662,Patil Inc,Neurology,Bhavnagar,Uttarakhand,XXXXX,BADLIC
P015082,"Raghavan, Kadakia and Zacharia",Dermatology,Saharanpur,Telangana,110390320,LIC556726
P013218,"Sandal, Sanghvi and Jayaraman",Oncology,Nandyal,Odisha,677506222,LIC935117
P035961,Char Inc,Cardiology,Bhimavaram,Gujarat,XXXXX,BADLIC
P024201,Vyas-Sengupta,OBGYN,Bhiwandi,Nagaland,118064491,LIC736848
P011108,Kothari and Sons,OBGYN,Aizawl,Tamil Nadu,230936029,LIC473888
P036776,Deo-Kumar,Neurology,Siwan,Punjab,XXXXX,BADLIC
P038265,"Lal, Raman and Goda",Urology,Jamshedpur,Punjab,XXXXX,BADLIC
P017494,"Sridhar, Ramanathan and Shankar",Neurology,Karaikudi,Tamil Nadu,247824086,LIC780717
P022761,"Deol, Bassi and Rao",OBGYN,Adoni,Bihar,870019097,LIC724197
P001555,"Sagar, Purohit and Chad",ENT,Salem,Punjab,110208140,LIC702316
P033219,Kata-Sandal,Oncology,Warangal,Assam,363165158,LIC606968
P021216,Rajagopal-Parsa,Orthopedics,Raichur,Tripura,341180502,LIC877059
P002689,Nigam Ltd,Dermatology,Munger,Himachal Pradesh,752972908,LIC409725
P006580,"Mallick, Bahri and Shere",ENT,Anand,Maharashtra,505601356,LIC705065
P026560,Palan Ltd,Pediatrics,Pudukkottai,Haryana,635723138,LIC563202
P008354,"Varty, Lalla and Kapoor",Urology,Pallavaram,Nagaland,183934377,LIC626431
P028400,Shenoy PLC,ENT,Deoghar,Bihar,468230611,LIC210134
P018163,Ganesan PLC,Pediatrics,Salem,Meghalaya,387321170,LIC453532
P021581,D’Alia Inc,Pediatrics,Gurgaon,Arunachal Pradesh,370404919,LIC790485
P038722,Sethi-Khurana,Urology,Deoghar,Manipur,XXXXX,BADLIC
P014671,"Kota, Sangha and Hora",ENT,Suryapet,Uttarakhand,261087973,LIC904381
P036457,Chahal Ltd,Cardiology,Jamnagar,Arunachal Pradesh,XXXXX,BADLIC
P015526,Sidhu Group,Dermatology,Amravati,West Bengal,250342712,LIC777402
P035131,Vora Group,Orthopedics,Bettiah,Sikkim,XXXXX,BADLIC
P018143,Gill-Saini,OBGYN,Shimoga,Bihar,639161852,LIC643269
P038178,Khanna and Sons,ENT,Thanjavur,Telangana,XXXXX,BADLIC
P018219,Biswas Group,Oncology,Panvel,Punjab,555992683,LIC928686
P015065,Sankar PLC,OBGYN,Eluru,Gujarat,680271924,LIC158533
P015678,Nath Group,Orthopedics,Karimnagar,Himachal Pradesh,332842802,LIC143870
P007521,Badal-Dey,General Medicine,Allahabad,Assam,488182943,LIC120500
P025068,"Randhawa, Rajagopal and Datta",Pediatrics,Tiruchirappalli,Himachal Pradesh,739230803,LIC765679
P001431,Oza and Sons,Urology,Tiruchirappalli,Goa,838716801,LIC335114
P007757,"Das, Subramaniam and Baria",OBGYN,Ahmednagar,Haryana,273770475,LIC479077
P039912,Rattan-Balakrishnan,,Kadapa,Telangana,XXXXX,BADLIC
P037396,"Sandhu, Som and Som",Neurology,Gwalior,Uttar Pradesh,XXXXX,BADLIC
P009411,"Chana, Sunder and Randhawa",Orthopedics,Avadi,Telangana,248191300,LIC616620
P001337,Taneja-Ramaswamy,Dermatology,Phagwara,Telangana,703230697,LIC427655
P031792,"Ahluwalia, Magar and Goswami",ENT,Miryalaguda,Goa,672715601,LIC824629
P028011,Kaur-Murty,Oncology,Siwan,Assam,405149864,LIC806611
P004358,Mistry-Date,OBGYN,Bhopal,Chhattisgarh,455482686,LIC502395
P017187,"Ahluwalia, Magar and Goswami",OBGYN,Phagwara,Chhattisgarh,305193398,LIC363389
P010119,"Krish, Chadha and Vig",Urology,Mirzapur,Sikkim,499428138,LIC212781
P000235,"Vyas, Lad and Bhakta",Dermatology,Ghaziabad,Arunachal Pradesh,508859364,LIC826382
P015956,"Kashyap, Grover and Kala",Pediatrics,Tezpur,Goa,747717818,LIC520665
P022997,Kakar-Iyer,Neurology,Etawah,Tamil Nadu,971216440,LIC392736
P004519,Palan LLC,Neurology,Kakinada,Assam,447320936,LIC119293
P011242,Hari PLC,Oncology,Chapra,Madhya Pradesh,324055586,LIC203793
P038143,"Bora, Gola and Loke",Urology,Rourkela,Goa,XXXXX,BADLIC
P026178,Manne Group,General Medicine,Pondicherry,Telangana,148521774,LIC668468
P001813,Shroff-Oak,OBGYN,Sultan Pur Majra,Andhra Pradesh,318838894,LIC522875
P020997,Lala-Mitra,OBGYN,Rohtak,Haryana,796543455,LIC192334
P018585,"Nigam, Pingle and Krishnamurthy",Urology,Kishanganj,Himachal Pradesh,320921383,LIC340178
P033848,"Swaminathan, Dhar and Swamy",Pediatrics,Udupi,Tripura,332995191,LIC733775
P013570,"Palla, Parekh and Prabhu",Cardiology,Berhampur,Andhra Pradesh,128168264,LIC662459
P005024,"Purohit, Barman and Babu",Neurology,Tiruppur,Telangana,388330229,LIC808754
P008706,"Iyer, Sankaran and Ramesh",OBGYN,Varanasi,Tamil Nadu,239719816,LIC915565
P022498,Sama-Suresh,Dermatology,Nandyal,Bihar,148568886,LIC757736
P029432,Madan Inc,Dermatology,Vijayanagaram,Kerala,443124937,LIC984126
P033206,Mutti Ltd,Oncology,Mau,Tamil Nadu,681994545,LIC863400
P031579,"Comar, Sule and Tank",Oncology,Mumbai,Rajasthan,579258974,LIC916677
P021965,"Nagar, Swamy and Talwar",Dermatology,Mathura,Karnataka,786285884,LIC900681
P001049,Munshi LLC,Neurology,Meerut,Nagaland,455381124,LIC332114
P020024,"Hari, Kala and Luthra",Urology,Vijayawada,Karnataka,207837345,LIC249176
P028618,"Gopal, Nadkarni and Memon",Urology,Ramagundam,Himachal Pradesh,469917323,LIC630906
P022123,Mammen-Swaminathan,OBGYN,Bilaspur,Jharkhand,573771800,LIC682670
P025966,Mall-Rajan,General Medicine,Mango,Rajasthan,545842461,LIC857379
P033514,"Cherian, Sood and Thaman",Pediatrics,Ulhasnagar,Mizoram,901332713,LIC222984
P009499,Raj-Master,General Medicine,Jammu,Madhya Pradesh,129711050,LIC392016
P005092,Kala Group,Orthopedics,Nagpur,Rajasthan,136226803,LIC125978
P018995,"Ratta, Chahal and Sastry",Oncology,Kirari Suleman Nagar,Tamil Nadu,247625656,LIC638055
P012051,Chana Ltd,OBGYN,Berhampore,Bihar,827007840,LIC191179
P006325,"Sibal, Sinha and Nigam",Cardiology,Ambattur,Punjab,599740655,LIC697293
P005257,Ahluwalia and Sons,Orthopedics,Pondicherry,Bihar,254470520,LIC863585
P038567,"Sagar, Sant and Dash",Dermatology,Erode,Kerala,XXXXX,BADLIC
P022891,"Anne, Vora and Madan",ENT,Singrauli,Himachal Pradesh,XXXXX,BADLIC
P018061,Gill-Saini,Dermatology,Ramagundam,Nagaland,409236766,LIC101411
P024174,Garg-Sheth,Dermatology,Kozhikode,Nagaland,383746293,LIC206923
P029714,Bala-Singhal,OBGYN,Kharagpur,Rajasthan,589592569,LIC907914
P012350,Bansal Ltd,Pediatrics,Nadiad,Himachal Pradesh,703767213,LIC249149
P021758,"Sarna, Mallick and Hora",Pediatrics,Bhimavaram,Haryana,313140086,LIC628158
P027187,Rai Ltd,Oncology,Pondicherry,Manipur,864009596,LIC883948
P008110,Dhingra LLC,Orthopedics,Vellore,Meghalaya,617681409,LIC140798
P032751,Krish Inc,General Medicine,Giridih,Rajasthan,919070294,LIC644676
P032359,Ganguly Inc,OBGYN,Bhatpara,Nagaland,740605742,LIC187271
P002036,Balasubramanian-Kaul,Neurology,Bhusawal,Haryana,192162682,LIC169681
P026118,"Palan, Comar and Kumer",Urology,Saharsa,Himachal Pradesh,183048560,LIC662670
P006609,Mall Inc,Oncology,Gwalior,Uttarakhand,464406266,LIC867688
P012476,Sarma and Sons,ENT,Kota,Odisha,261090822,LIC330331
P034110,Ganesan Group,Neurology,Vijayanagaram,Rajasthan,251077602,LIC754992
P024026,"Chokshi, Goyal and Ganesan",Urology,Phagwara,Andhra Pradesh,693072016,LIC922165
P030404,Badami-Ahluwalia,ENT,Kalyan-Dombivli,Andhra Pradesh,459966643,LIC236689
P016315,"Sharaf, Choudhury and Shenoy",Urology,New Delhi,Gujarat,881226181,LIC512663
P034984,Shetty and Sons,Oncology,Ratlam,Assam,298867341,LIC784584
P015566,Memon-Sathe,Pediatrics,Begusarai,Bihar,324096013,LIC354765
P019772,Malhotra and Sons,ENT,Asansol,Tripura,446207238,LIC602951
P038566,"Devan, Balay and Mital",Dermatology,Kavali,Punjab,XXXXX,BADLIC
P032037,Chandra-Majumdar,General Medicine,Amroha,Odisha,615015934,LIC409614
P000999,"Dhar, Bains and Narula",Oncology,Kanpur,Maharashtra,811752800,LIC968458
P014501,Sarna LLC,Oncology,Ballia,Manipur,353686074,LIC953914
P018377,Ganesan-Thaker,ENT,Ambarnath,Goa,460167383,LIC302373
P008727,"Dasgupta, Chakrabarti and Naidu",Neurology,Barasat,Tripura,944485248,LIC810840
P001927,"Acharya, Sankar and Rama",ENT,Belgaum,Sikkim,794848237,LIC758299
P012086,"Rajan, Kothari and Sama",,Gudivada,West Bengal,XXXXX,BADLIC
P003662,"Keer, Mani and Trivedi",Oncology,Patiala,Punjab,244775477,LIC265929
P039656,"Chhabra, Ratti and Sarraf",Dermatology,Bhavnagar,Kerala,XXXXX,BADLIC
P011619,Oak and Sons,Neurology,Bhind,Tamil Nadu,409289153,LIC625370
P036690,"Warrior, Kothari and Kapur",General Medicine,Nashik,Odisha,XXXXX,BADLIC
P001125,Nadig-Sura,Orthopedics,Faridabad,Goa,803952614,LIC132785
P013839,Karnik PLC,Pediatrics,Karawal Nagar,Uttar Pradesh,685731084,LIC699301
P002401,"Varghese, Dar and Arya",Pediatrics,Bardhaman,Assam,513037398,LIC390112
P034431,Sengupta-Ravel,Orthopedics,Kulti,Gujarat,962365598,LIC430782
P004553,Sangha-Khurana,OBGYN,Chennai,Gujarat,156600242,LIC116099
P025108,Dass LLC,Orthopedics,Rajpur Sonarpur,Chhattisgarh,331029297,LIC972018
P036912,"Bhatia, De and Krishnamurthy",Urology,Kollam,Tamil Nadu,XXXXX,BADLIC
P010300,Grover-Mammen,Orthopedics,Ludhiana,Jharkhand,XXXXX,BADLIC
P004080,Sani-Srinivas,Dermatology,Akola,Manipur,101198058,LIC437505
P009798,"Bhat, Lal and Deo",Pediatrics,Davanagere,Meghalaya,727689883,LIC493556
P025895,Madan-Pingle,OBGYN,Suryapet,Mizoram,748922724,LIC756807
P027670,Dara LLC,OBGYN,Tadepalligudem,Uttarakhand,660560805,LIC157244
P014239,Bala and Sons,Urology,Malda,Chhattisgarh,828174552,LIC509588
P030643,"Balay, Bhatti and Rege",ENT,Asansol,Punjab,461123544,LIC700904
P014075,"Babu, Goel and Mishra",Pediatrics,Bally,Assam,643558445,LIC393776
P002443,Mistry Inc,ENT,Visakhapatnam,Goa,190507443,LIC804230
P001589,"Dutt, Peri and Kumar",Cardiology,Hubli–Dharwad,Bihar,430176139,LIC274129
P003781,Apte and Sons,OBGYN,Gorakhpur,Chhattisgarh,343730445,LIC512737
P006903,Srinivas LLC,OBGYN,Baranagar,Uttar Pradesh,236320416,LIC539418
P024969,Boase Ltd,ENT,Ramgarh,Haryana,910028500,LIC464448
P010179,"Wable, Keer and Mander",ENT,Uluberia,Punjab,823354697,LIC457677
P037801,"Datta, Issac and Pingle",ENT,Fatehpur,Gujarat,XXXXX,BADLIC
P033880,"Bera, Warrior and Bahl",Oncology,Jorhat,West Bengal,125908353,LIC977594
P030015,Choudhry Ltd,General Medicine,Bharatpur,Meghalaya,758423224,LIC518062
P037997,"Bhandari, Baral and Choudhary",OBGYN,Tiruvottiyur,Sikkim,XXXXX,BADLIC
P025395,Misra-Konda,ENT,Haridwar,Chhattisgarh,569450119,LIC264491
P038827,Mane Group,Dermatology,Kolhapur,Andhra Pradesh,XXXXX,BADLIC
P024040,Soni-Iyengar,Cardiology,Bokaro,Himachal Pradesh,517126638,LIC936638
P028792,"Tailor, Murthy and Raj",Oncology,Begusarai,Rajasthan,298798521,LIC785178
P025561,"Ram, Parmer and Bera",Pediatrics,Vijayawada,Arunachal Pradesh,827221570,LIC521421
P027875,Toor-Bhandari,Dermatology,Kulti,Jharkhand,905774531,LIC167016
P030633,"Chatterjee, Ramesh and Mandal",OBGYN,Mehsana,Maharashtra,471185343,LIC545240
P011531,"Kuruvilla, Rege and Shenoy",Oncology,Guntur,Haryana,248371774,LIC650163
P015150,Acharya LLC,Cardiology,Dhanbad,Karnataka,406391407,LIC466442
P015501,"Sem, Gola and Dhillon",Neurology,Pudukkottai,Rajasthan,846001555,LIC348390
P006773,Warrior LLC,OBGYN,Rajkot,Punjab,168926409,LIC850898
P008059,Baral-Naidu,ENT,Purnia,Madhya Pradesh,123897361,LIC385732
P001130,Sheth-Krishnamurthy,Neurology,Eluru,Punjab,307842048,LIC849752
P008029,"Natarajan, Wason and Chahal",OBGYN,Solapur,Uttar Pradesh,536438215,LIC917518
P028147,"Bajwa, Prasad and Narang",Urology,Anantapuram,Maharashtra,492655865,LIC935577
P030875,Radhakrishnan-Naik,Cardiology,Nagpur,Gujarat,512022305,LIC302078
P033746,Dugar Inc,Oncology,Nashik,Madhya Pradesh,578495628,LIC999774
P021746,"Ramanathan, Keer and Dayal",Cardiology,Mehsana,Uttarakhand,644268622,LIC370167
P025162,Dutta-Chander,,Agartala,Assam,XXXXX,BADLIC
P017714,Purohit Inc,ENT,Satara,Punjab,754597309,LIC734633
P024899,Vasa PLC,Neurology,Dhule,Bihar,328433973,LIC701692
P016617,"Gulati, Hora and Sama",Neurology,Mira-Bhayandar,Assam,865938562,LIC534577
P027535,Munshi LLC,OBGYN,Jalgaon,Haryana,931880795,LIC691123
P027790,Pradhan-Menon,Dermatology,Sasaram,Bihar,788649825,LIC794261
P001168,"Arora, D’Alia and Bera",Dermatology,Bhatpara,Gujarat,724978947,LIC219383
P025346,"Saran, Kara and Brar",Pediatrics,Bangalore,Himachal Pradesh,676485113,LIC483586
P002006,"Chadha, Raval and Bir",Urology,Morbi,Assam,487494643,LIC555551
P039979,"Misra, Swamy and Ramesh",Dermatology,Guntur,West Bengal,XXXXX,BADLIC
P031184,"Hans, Om and Krish",Cardiology,Vasai-Virar,Chhattisgarh,123124371,LIC581668
P031245,Chander Group,Neurology,Bijapur,Madhya Pradesh,523930372,LIC585068
P018385,Sani-Srinivas,Neurology,Nizamabad,Karnataka,226215863,LIC485825
P036505,Behl and Sons,Cardiology,Bharatpur,Odisha,XXXXX,BADLIC
P028615,Agrawal Group,OBGYN,Bhopal,Himachal Pradesh,375405299,LIC325195
P037695,Koshy Inc,Urology,Muzaffarnagar,West Bengal,XXXXX,BADLIC
P029462,Konda Ltd,Orthopedics,Satna,Gujarat,768876687,LIC551051
P022381,Ray Group,Cardiology,Adoni,Tripura,266738680,LIC255260
P039909,"Apte, Ganesan and Tailor",General Medicine,Rajkot,Mizoram,XXXXX,BADLIC
P024658,De Ltd,Neurology,Srinagar,Maharashtra,842406996,LIC239292
P012227,Setty and Sons,Dermatology,Kumbakonam,Odisha,891806291,LIC344562
P021508,Chadha PLC,OBGYN,Aurangabad,Uttar Pradesh,698329971,LIC576187
P017793,"Jha, Atwal and Chaudhry",General Medicine,Loni,Madhya Pradesh,919128223,LIC510834
P017709,Bora Group,Pediatrics,Dibrugarh,Telangana,618094583,LIC249467
P007310,Prashad-Wadhwa,Pediatrics,Bettiah,Mizoram,814064064,LIC371928
P007372,Krishnan and Sons,Pediatrics,Arrah,Mizoram,425038502,LIC388174
P027037,"Mander, Jayaraman and Narain",Dermatology,Gangtok,Uttar Pradesh,761518478,LIC231272
P010066,Raju-Modi,Oncology,Nanded,Telangana,787670971,LIC383913
P009168,"Panchal, Raja and Panchal",Cardiology,Kalyan-Dombivli,Gujarat,471344162,LIC659558
P016822,Palla-Mander,Dermatology,Pune,Tripura,356354828,LIC142942
P000244,Mander-Atwal,Oncology,Berhampur,Bihar,673827507,LIC389171
P028934,Sani LLC,Pediatrics,Sikar,Chhattisgarh,421571820,LIC864851
P029413,Ben Group,Urology,Firozabad,Uttarakhand,896191976,LIC217654
P039946,"Dada, Gupta and Shukla",Cardiology,Kharagpur,Tamil Nadu,XXXXX,BADLIC
P033948,Lad-Bhatnagar,Orthopedics,North Dumdum,Tamil Nadu,661381108,LIC950810
P009727,Gokhale-Chakrabarti,Dermatology,Chittoor,Mizoram,308533049,LIC934190
P019240,"Apte, Kant and Bose",Dermatology,Udaipur,Himachal Pradesh,714997845,LIC764589
P032239,Thaker-Saha,OBGYN,Chittoor,Maharashtra,743517480,LIC384328
P010714,Taneja-Ramaswamy,Urology,Munger,Manipur,692595274,LIC175869
P017446,Sehgal LLC,Dermatology,Malda,West Bengal,109157399,LIC336576
P035188,Mukherjee Inc,Orthopedics,Pallavaram,Arunachal Pradesh,XXXXX,BADLIC
P001151,"Bakshi, Kade and Tailor",OBGYN,Kochi,Meghalaya,334476909,LIC451727
P017231,"Palla, Kant and Doctor",Oncology,Bidar,Assam,148852769,LIC910145
P034780,Chahal and Sons,Cardiology,Nagercoil,Manipur,924133221,LIC352522
P034933,Srinivas LLC,ENT,Jammu,Meghalaya,571033198,LIC364675
P004471,Narasimhan Ltd,Neurology,Sikar,Bihar,928564642,LIC153152
P003674,Balakrishnan-Nadig,General Medicine,Thanjavur,Himachal Pradesh,760437917,LIC627701
P018945,Mukherjee-Yadav,General Medicine,Junagadh,Himachal Pradesh,716848264,LIC588525
P010391,Dayal Group,Oncology,Bardhaman,Kerala,942435732,LIC543551
P007685,Bahri-Wali,OBGYN,Jabalpur,Maharashtra,942249025,LIC741290
P024336,Bhatnagar PLC,Orthopedics,Alappuzha,Haryana,796317731,LIC374163
P005396,"Ray, Suri and Chahal",Dermatology,Sirsa,Odisha,592584103,LIC342896
P028313,"Bajwa, Prasad and Narang",ENT,Kochi,Haryana,629920266,LIC528284
P031196,"Pathak, Grover and Misra",OBGYN,Nagaon,Odisha,239825498,LIC917770
P001497,More-Hayer,Cardiology,Morena,Madhya Pradesh,988143408,LIC339536
P022742,Wable LLC,ENT,Chinsurah,Assam,904047868,LIC265282
P014465,Kannan-Toor,Pediatrics,Nellore,Punjab,617692873,LIC301916
P032692,"Venkataraman, Contractor and Sundaram",Pediatrics,Bhiwani,Arunachal Pradesh,676018831,LIC544531
P009740,Gupta-Mody,Oncology,Nangloi Jat,Mizoram,358968198,LIC116227
P029790,"Naidu, Sathe and Bobal",ENT,Hindupur,Punjab,919018253,LIC533723
P016162,"Badal, Raj and Naik",Pediatrics,Tiruppur,Madhya Pradesh,231502942,LIC422234
P025450,Palan Inc,Urology,Delhi,Goa,974681278,LIC767495
P005425,Date Group,Dermatology,Farrukhabad,Mizoram,379257702,LIC269321
P027685,Borah Inc,Urology,Coimbatore,Uttar Pradesh,671632461,LIC369384
P016885,"Uppal, Kala and Wali",OBGYN,Anantapur,Rajasthan,579570292,LIC300238
P037009,Dhillon Inc,Dermatology,Unnao,Tripura,XXXXX,BADLIC
P015203,"Sani, Roy and Sawhney",Orthopedics,Panipat,Jharkhand,461866636,LIC162445
P031168,Sabharwal Ltd,Urology,Bangalore,Uttarakhand,670913477,LIC436796
P007166,"Chopra, Taneja and Tak",Pediatrics,Dhanbad,Tripura,938429621,LIC259847
P019098,Gokhale-Lall,,Dindigul,Madhya Pradesh,XXXXX,BADLIC
P009200,Behl PLC,Cardiology,Raiganj,Uttar Pradesh,997240371,LIC470254
P032642,Patla-Manne,General Medicine,Kottayam,Punjab,619530994,LIC530644
P031194,"Soman, Panchal and Sachdev",Cardiology,Malegaon,Maharashtra,472727069,LIC486699
P009408,Merchant-Kapoor,Cardiology,Gorakhpur,Bihar,512382764,LIC866752
P014301,Nanda Group,Orthopedics,Alwar,Tripura,XXXXX,BADLIC
P008214,Pandit-Peri,Pediatrics,Purnia,Andhra Pradesh,268481459,LIC938575
P004866,Mital-Garde,Urology,Begusarai,Goa,844763556,LIC145350
P010307,"Dhillon, Dyal and Tak",Urology,Narasaraopet,Punjab,182235170,LIC107009
P016562,Minhas and Sons,Cardiology,Mathura,Andhra Pradesh,317033962,LIC815312
P039674,"Prabhu, Mukherjee and Gandhi",Cardiology,Asansol,Punjab,XXXXX,BADLIC
P012062,Lad-Mohan,Neurology,Bathinda,Karnataka,570998071,LIC762843
P005716,Manne LLC,Neurology,Tenali,Chhattisgarh,916648248,LIC438910
P014878,"Sengupta, Talwar and Sachdeva",Neurology,Karawal Nagar,Madhya Pradesh,365736697,LIC313501
P031248,Kala-Saha,Cardiology,Bareilly,Gujarat,XXXXX,BADLIC
P001207,"Peri, Khatri and Sur",Urology,Kamarhati,Bihar,126562939,LIC607895
P011300,Boase LLC,Dermatology,Kota,Rajasthan,XXXXX,BADLIC
P025218,Jain-Ben,Neurology,Bhavnagar,Jharkhand,379829647,LIC929162
P026416,Nagar LLC,Oncology,Bhagalpur,Tripura,351730000,LIC527143
P016651,Mohan Inc,Neurology,Yamunanagar,Tripura,261139743,LIC566186
P025581,Seshadri-Ramachandran,Cardiology,Raipur,Jharkhand,591456646,LIC365779
P017061,Oza and Sons,Oncology,Tenali,Andhra Pradesh,419483201,LIC591587
P021895,Khare PLC,Neurology,Bidar,Mizoram,974558964,LIC745701
P036161,Raj Group,Oncology,Sagar,Gujarat,XXXXX,BADLIC
P031819,Manda-Edwin,Pediatrics,Firozabad,Assam,837310860,LIC775927
P027062,Pathak-Gola,Urology,Noida,Andhra Pradesh,811953361,LIC101641
P006369,"Murthy, Ratti and Sidhu",OBGYN,Srikakulam,Chhattisgarh,309109332,LIC773920
P028301,"Deo, Nadig and Suresh",OBGYN,Tezpur,Chhattisgarh,679810681,LIC186339
P028010,Sangha PLC,ENT,Thoothukudi,Tripura,179947007,LIC966871
P000650,Chakraborty-Bhasin,Dermatology,Chittoor,Andhra Pradesh,862231165,LIC631182
P021239,Subramaniam Inc,ENT,Bardhaman,Uttar Pradesh,613186913,LIC900136
P034659,Thakur-Saha,OBGYN,Arrah,Karnataka,862845282,LIC100382
P010403,Bhardwaj Group,Orthopedics,Allahabad,Tripura,424348158,LIC839118
P002080,Batra-Trivedi,General Medicine,Kamarhati,Mizoram,394878204,LIC203262
P034638,Mand and Sons,ENT,Kavali,Odisha,903799300,LIC509992
P020329,"Saraf, Vora and Issac",General Medicine,Ghaziabad,Assam,190388552,LIC555805
P034951,"Borah, Balan and Bhalla",OBGYN,Rourkela,Uttarakhand,600740997,LIC503271
P006038,Badami Group,ENT,Tadipatri,Chhattisgarh,533838342,LIC498218
P032938,Mukhopadhyay LLC,Neurology,Kirari Suleman Nagar,Goa,659066447,LIC506034
P006470,Ramakrishnan-Gala,Orthopedics,Nizamabad,West Bengal,445937521,LIC378669
P031562,Patla and Sons,Pediatrics,Pali,Meghalaya,183494030,LIC888924
P033217,Mane Group,Dermatology,Kolkata,Tripura,328211863,LIC243997
P022665,Kakar Ltd,Dermatology,Thane,Mizoram,185485568,LIC150217
P020048,Butala PLC,Oncology,Alappuzha,Punjab,611152272,LIC129040
P026731,Bumb-Basu,Urology,Pudukkottai,Odisha,174191038,LIC779610
P014407,Dada PLC,General Medicine,Silchar,Gujarat,454400272,LIC505233
P027781,Bajwa-Swaminathan,Neurology,Bhiwandi,Karnataka,481876748,LIC111588
P013557,Chakraborty-Borde,Orthopedics,Tezpur,Telangana,408086038,LIC477049
P006781,"Vaidya, Mittal and Misra",General Medicine,Mangalore,Arunachal Pradesh,591224095,LIC142049
P034343,"Devan, Varghese and Contractor",Oncology,Yamunanagar,Odisha,580997189,LIC330371
P021177,"Bahri, Setty and Dhawan",Urology,Chittoor,Bihar,907578547,LIC445354
P015039,Karnik Group,Neurology,Sagar,Madhya Pradesh,565313647,LIC275671
P015863,Bajwa-Dugar,Neurology,Tenali,Uttar Pradesh,823636351,LIC621073
P027926,"Rajan, Kothari and Sama",Orthopedics,Bhubaneswar,Kerala,878885239,LIC915843
P011193,Tiwari-Soman,Neurology,Hubli–Dharwad,Odisha,588878193,LIC840811
P011237,"Memon, Nagarajan and Brar",Orthopedics,Jhansi,Chhattisgarh,359547274,LIC744183
P005591,Prasad and Sons,Dermatology,Surendranagar Dudhrej,Himachal Pradesh,746025320,LIC177355
P006151,Garg-Buch,ENT,Bhubaneswar,Sikkim,573578574,LIC243653
P020352,Sangha-Varma,Orthopedics,Morbi,Madhya Pradesh,225105672,LIC334120
P022896,Ghose Inc,Cardiology,Sultan Pur Majra,Mizoram,804413072,LIC780470
P006591,Nagar-Mander,General Medicine,Vasai-Virar,Punjab,258994222,LIC458716
P024575,Sood-Bhavsar,General Medicine,Gorakhpur,Maharashtra,627467032,LIC812841
P021834,Bansal Ltd,General Medicine,Medininagar,Madhya Pradesh,605450234,LIC296146
P015600,Doctor-Rout,Cardiology,Ranchi,Jharkhand,235426523,LIC879768
P039175,Deshmukh Inc,Dermatology,Guna,Mizoram,XXXXX,BADLIC
P010046,Gola Ltd,OBGYN,Hazaribagh,Haryana,451350497,LIC607075
P012680,Bakshi-Sidhu,Urology,Farrukhabad,Karnataka,406808874,LIC642198
P020878,"Thakkar, Kothari and Dara",ENT,Narasaraopet,Bihar,873586288,LIC348728
P000394,Shankar Inc,Urology,Tiruppur,Madhya Pradesh,612742072,LIC448403
